y_true,y_pred,y_proba
0,0,0.08340549174340736
1,0,0.496731452047795
0,0,0.09732905256895796
0,1,0.5743825759338185
0,0,0.08261240079926156
0,0,0.08511759224189518
0,0,0.12321665163307374
1,0,0.1927065664581512
1,1,0.6057089458103743
0,0,0.16892464375508615
0,0,0.30457089545096094
1,0,0.3210947122400264
0,0,0.08471491991133064
1,1,0.7550342210106251
0,0,0.48838279203998386
0,1,0.506736477980662
0,0,0.3055929065008315
0,0,0.25405048816956477
1,0,0.26908525938424643
0,0,0.10737920394805639
0,0,0.37249040780045223
1,0,0.31168876820312114
0,1,0.5211350447017129
0,0,0.08283719623424039
0,0,0.017181715791923003
0,0,0.028424771483804505
0,0,0.08201587712460714
1,1,0.8038253048550703
0,0,0.06894919935154542
0,0,0.0805750087485716
0,0,0.13049002303882906
0,0,0.12339267431182038
0,1,0.6051739482766467
0,0,0.49147771399033885
0,0,0.09319231879321724
0,0,0.1423618230644376
0,0,0.08235182122683728
1,0,0.4920067271958508
0,0,0.1454191742829701
0,0,0.08751136533602694
0,0,0.30549750065653364
0,0,0.054805129558830476
1,1,0.7368829696052656
0,0,0.10141611592315049
1,1,0.5279624798101892
0,0,0.11814171102144487
1,0,0.4912178235928446
1,0,0.26614097652677354
0,0,0.27729745658018223
0,0,0.17871705546973804
0,0,0.23097291096259706
0,0,0.16281087751443102
0,0,0.1046396407528471
0,0,0.2818457399394611
0,0,0.05403654498619738
0,0,0.06100894361015689
0,0,0.09385240062226051
0,0,0.18464202471579638
0,0,0.3579478105692597
0,0,0.3114900197687767
0,0,0.1631600337333867
0,0,0.13636039848911613
0,0,0.02049836663408952
1,0,0.1636083079549488
0,0,0.21930176419570474
0,0,0.08999644719508984
0,0,0.2400041470297097
0,0,0.1647065788388184
0,0,0.21948602758438904
0,1,0.742456936516992
0,0,0.12436196478952943
0,0,0.043343133365453236
0,0,0.15429597455583038
1,0,0.34852308570293744
1,0,0.1924453772916699
0,0,0.07648727143900726
0,0,0.10684188680363599
0,0,0.21628494250887856
1,1,0.743758867503387
1,0,0.3457290901167642
1,0,0.3114900197687767
0,0,0.15498916068961088
0,0,0.04651953708194721
1,0,0.17272921102776995
1,1,0.8043655750009912
1,1,0.7704862147943957
1,0,0.2521777240660445
0,0,0.08029361697751941
0,1,0.5664763631973667
0,0,0.06799081502309556
0,0,0.28889987054373467
1,0,0.342437093888436
0,0,0.04715590775520796
1,1,0.699968254611664
0,0,0.02571596463342322
0,0,0.17227675524101957
1,1,0.7582874487448773
0,0,0.10475062270624205
1,1,0.740342391466301
1,0,0.2839816975538341
1,0,0.46387777423493015
0,0,0.06183146123908337
0,0,0.16891363838593498
0,0,0.2718859126069339
0,0,0.20851018240639083
